,categoria,subcategoria,nombre,marca,peso,precio,fecha
425,Bebidas y refrescos,Cervezas ecológicas,Cerveza Ámbar Sin Gluten 330ml Ambar,Ambar,330.0,"1,00",2023-06-30
426,Bebidas y refrescos,Cervezas ecológicas,Cerveza 330ml Altura De Vuelo,Altura De Vuelo,330.0,"2,88",2023-06-30
427,Bebidas y refrescos,Cervezas ecológicas,Cerveza Bola 8 330ml Fernández Pons,Bola 8,330.0,"2,99",2023-06-30
428,Bebidas y refrescos,Cervezas ecológicas,Cerveza 330ml Flor De Trigo,Flor De Trigo,330.0,"2,93",2023-06-30
429,Bebidas y refrescos,Cervezas ecológicas,Cerveza Sin Gluten 250ml Estrella Galicia,Estrella Galicia,250.0,"0,69",2023-06-30
430,Bebidas y refrescos,Cervezas ecológicas,Cerveza de Cebada Artesana Bio 330ml Celebridade Galega,Celebridade Galega,330.0,"1,79",2023-06-30
431,Bebidas y refrescos,Cervezas ecológicas,Cerveza de Trigo Sarraceno Artesana Bio 330ml Celebridade Galega,Celebridade Galega,330.0,"1,79",2023-06-30
432,Bebidas y refrescos,Cervezas ecológicas,Cerveza Sin Alcohol Artesana Bio 330ml Celebridade Galega,Celebridade Galega,330.0,"1,79",2023-06-30
433,Bebidas y refrescos,Cervezas ecológicas,Cerveza IPA Petricor Sin Gluten 33cl Nómada,Nómada,330.0,"3,15",2023-06-30
434,Bebidas y refrescos,Cervezas ecológicas,Cerveza San Miguel Eco 25cl San Miguel,San Miguel,1.0,"0,74",2023-06-30
435,Bebidas y refrescos,Cervezas ecológicas,Cerveza Ambar Triple Zero Pack 6 x 25cl,Ambar,6.0,"3,49",2023-06-30
436,Bebidas y refrescos,Cervezas ecológicas,Clara de espelta sin alcohol 330ml Riedenburger,Riedenburger,330.0,"2,20",2023-06-30
437,Bebidas y refrescos,Cervezas ecológicas,Cerveza Rubia Artesanal 330ml Moulins D'Ascq,Moulins D'Ascq,330.0,"2,80",2023-06-30
438,Bebidas y refrescos,Cervezas ecológicas,Cerveza IPA Artesanal 330ml Moulins D'Ascq,Moulins D'Ascq,330.0,"2,98",2023-06-30
439,Bebidas y refrescos,Cervezas ecológicas,Cerveza Artesanal Estilo Triple 330ml Moulins D'Ascq,Moulins D'Ascq,330.0,"2,98",2023-06-30
440,Bebidas y refrescos,Cervezas ecológicas,Cerveza Ecológica Rubia Artesanal 330ml L'Etat Sauvage,L'Etat Sauvage,330.0,"3,57",2023-06-30
441,Bebidas y refrescos,Cervezas ecológicas,Cerveza Ecológica Triple Malta Artesanal 330ml L'Etat Sauvage,L'Etat Sauvage,330.0,"3,76",2023-06-30
442,Superalimentos,,Bio Moringa 125g Organic Sac,Organic Sac,125.0,"11,95",2023-06-30
443,Superalimentos,,Bio Maca ecológica en polvo 125g Organic Sac,Organic Sac,125.0,"14,20",2023-06-30
444,Superalimentos,,Reishi en Polvo 100g Organic Sac,Organic Sac,100.0,"9,75",2023-06-30
445,Superalimentos,,Cúrcuma y Pimienta Negra 150g Organic Sac,Organic Sac,150.0,"7,85",2023-06-30
446,Superalimentos,,Levadura y germen de trigo en escamas 250g Terra Verda,Terra Verda,250.0,"3,38",2023-06-30
447,Superalimentos,,Levadura de cerveza 150g Terra Verda,Terra Verda,150.0,"4,83",2023-06-30
448,Superalimentos,,Hierba de Cebada Doypack 150g Naturgreen,Naturgreen,150.0,"7,95",2023-06-30
449,Superalimentos,,Açai 50g Organic Sac,Organic Sac,50,"11,85",2023-06-30
450,Superalimentos,,Guaraná en Polvo 70g Organic Sac,Organic Sac,70.0,"7,55",2023-06-30
451,Superalimentos,,Psyllium en Polvo 200g Organic Sac,Organic Sac,200.0,"8,85",2023-06-30
452,Superalimentos,,Levadura Nutricional B12 en Copos 125g Organic Sac,Organic Sac,125.0,"6,20",2023-06-30
453,Superalimentos,,Despertar del buda con cacao 360g Iswari,Iswari,360.0,"10,34",2023-06-30
454,Superalimentos,,Despertar buda de cáñamo 360g Iswari,Iswari,360.0,"10,34",2023-06-30
455,Superalimentos,,Despertar del buda con mango y baobab 360g Iswari,Iswari,360.0,"10,34",2023-06-30
456,Superalimentos,,Psyllium en polvo 200g Saludviva,SaludViva,200.0,"9,79",2023-06-30
457,Superalimentos,,Super açai en polvo 140g Terrasana,Terrasana,140.0,"30,02",2023-06-30
458,Superalimentos,,Despertar del buda con proteína matinal 360g Iswari,Iswari,360.0,"10,34",2023-06-30
459,Superalimentos,,Hierba de trigo 125g Saludviva,SaludViva,125.0,"8,95",2023-06-30
460,Superalimentos,,Levadura Nutricional con Vitamina B12 125g Saludviva,SaludViva,125.0,"7,74",2023-06-30
461,Superalimentos,,Súper green proteína 250g Iswari,Iswari,250.0,"13,65",2023-06-30
462,Aperitivos saludables,Frutos secos,Bayas de goji 150g Organic Sac,Organic Sac,150.0,"4,99",2023-06-30
463,Aperitivos saludables,Frutos secos,Pasas sultanas bio 250g Bio Cesta,Bio Cesta,250.0,"2,96",2023-06-30
464,Aperitivos saludables,Frutos secos,Nueces de Brasil ecológicas 100g Organic Sac,Organic Sac,100.0,"4,45",2023-06-30
465,Aperitivos saludables,Frutos secos,Anacardo crudo Bio 150g Organic Sac,Organic Sac,150.0,"4,56",2023-06-30
466,Aperitivos saludables,Frutos secos,Nueces grano peladas eco 100g Bio Cesta,Bio Cesta,100.0,"3,80",2023-06-30
467,Aperitivos saludables,Frutos secos,Mix de frutos secos 100g Bio Cesta,Bio Cesta,100.0,"3,22",2023-06-30
468,Aperitivos saludables,Frutos secos,Almendra cruda Bio 150g Organic Sac,Organic Sac,150.0,"4,99",2023-06-30
469,Aperitivos saludables,Frutos secos,Almendras crudas peladas Bio 150g Organic Sac,Organic Sac,150.0,"4,99",2023-06-30
470,Aperitivos saludables,Frutos secos,Avellana cruda Bio 150g Organic Sac,Organic Sac,150.0,"4,35",2023-06-30
471,Aperitivos saludables,Frutos secos,Almendra cruda 100g Bio Cesta,Bio Cesta,100.0,"3,22",2023-06-30
472,Aperitivos saludables,Frutos secos,Puré de almendras crudas bio 350g Bio Cesta,Bio Cesta,350.0,"12,40",2023-06-30
473,Aperitivos saludables,Frutos secos,Puré de avellanas tostado bio 350g Bio Cesta,Bio Cesta,350.0,"13,90",2023-06-30
474,Aperitivos saludables,Frutos secos,Mix de Semillas para Ensalada 200g Bio Cesta,Bio Cesta,200.0,"2,70",2023-06-30
475,Aperitivos saludables,Frutos secos,Mix tropical 250g Int-Salim,Int-Salim,250.0,"3,70",2023-06-30
476,Aperitivos saludables,Frutos secos,Crema de cacahuete 650g Monki,Monki,650.0,"10,16",2023-06-30
477,Aperitivos saludables,Frutos secos,Crema de cacahuetes tostados bio 350g Bio Cesta,Bio Cesta,350.0,"5,60",2023-06-30
478,Aperitivos saludables,Frutos secos,Anacardos 100g Bio Cesta,Bio Cesta,100.0,"3,46",2023-06-30
479,Aperitivos saludables,Frutos secos,Almendra salada 100g Bio Cesta,Bio Cesta,100.0,"3,55",2023-06-30
480,Aperitivos saludables,Frutos secos,Castañas deshidratadas 250g Pecado De Outono,Pecado De Outono,250.0,"5,78",2023-06-30
481,Aperitivos saludables,Frutos secos,Bio piñones,Organic Sac,40.0,"7,99",2023-06-30
482,Aperitivos saludables,"Tortitas de maíz, arroz y trigo",Tortitas de espelta integral 108g El Granero Integral,El Granero Integral,108.0,"1,99",2023-06-30
483,Aperitivos saludables,"Tortitas de maíz, arroz y trigo",Tortitas de arroz y trigo sarraceno 100g El Granero Integral,El Granero Integral,100.0,"1,75",2023-06-30
484,Aperitivos saludables,"Tortitas de maíz, arroz y trigo",Tortitas de maíz 135g Santiveri,Santiveri,135.0,"1,99",2023-06-30
485,Aperitivos saludables,"Tortitas de maíz, arroz y trigo",Tortitas de Espelta Bio 100g Santiveri,Santiveri,100.0,"1,99",2023-06-30
486,Aperitivos saludables,"Tortitas de maíz, arroz y trigo",Tortitas de cereales bio sin gluten 130g Santiveri,Santiveri,130.0,"2,59",2023-06-30
487,Aperitivos saludables,"Tortitas de maíz, arroz y trigo",Tortitas de Arroz Integral Bio 125g Santiveri,Santiveri,125.0,"1,99",2023-06-30
488,Aperitivos saludables,"Tortitas de maíz, arroz y trigo",Snack de Fresa Crujiente 24g Vitasnack,Vitasnack,24.0,"4,15",2023-06-30
489,Aperitivos saludables,"Tortitas de maíz, arroz y trigo",Soffiette con sal 130g La Finestra Sul Cielo,La Finestra Sul Cielo,130.0,"1,65",2023-06-30
490,Aperitivos saludables,"Tortitas de maíz, arroz y trigo",Soffiette de arroz con sésamo 130g La Finestra Sul Cielo,La Finestra Sul Cielo,130.0,"1,65",2023-06-30
491,Aperitivos saludables,"Tortitas de maíz, arroz y trigo",MiniCrackers de Trigo con Romero 250g La Finestra Sul Cielo,La Finestra Sul Cielo,250.0,"2,25",2023-06-30
492,Aperitivos saludables,"Tortitas de maíz, arroz y trigo",Tortitas de Maíz con Sal 100g La Finestra Sul Cielo,La Finestra Sul Cielo,100.0,"1,15",2023-06-30
493,Aperitivos saludables,"Tortitas de maíz, arroz y trigo",Soffiette de maíz 140g La Finestra Sul Cielo,La Finestra Sul Cielo,140.0,"1,65",2023-06-30
494,Aperitivos saludables,"Tortitas de maíz, arroz y trigo",MiniCrackers de Espelta sabor Pizza 250g La Finestra Sul Cielo,La Finestra Sul Cielo,250.0,"2,80",2023-06-30
495,Aperitivos saludables,"Tortitas de maíz, arroz y trigo",Soffiette de arroz y quinoa 130g Quinua Real,Quinua Real,130.0,"1,75",2023-06-30
496,Aperitivos saludables,"Tortitas de maíz, arroz y trigo",Tortitas de arroz y quinoa 100g El Granero Integral,El Granero Integral,100.0,"1,70",2023-06-30
497,Aperitivos saludables,"Tortitas de maíz, arroz y trigo",Tortitas arroz sin sal 100g El Granero Integral,El Granero Integral,100.0,"1,52",2023-06-30
498,Aperitivos saludables,"Tortitas de maíz, arroz y trigo",Mini snack de maíz con romero 50g Bio Aliment,Bio Aliment,50.0,"1,45",2023-06-30
499,Aperitivos saludables,"Tortitas de maíz, arroz y trigo",Soffiette de multicereales 130g La Finestra Sul Cielo,La Finestra Sul Cielo,130.0,"1,65",2023-06-30
500,Aperitivos saludables,"Tortitas de maíz, arroz y trigo",Tortitas de Maíz Sin Sal Añadida 110g El Granero Integral,El Granero Integral,110.0,"1,89",2023-06-30
501,Aperitivos saludables,"Tortitas de maíz, arroz y trigo",Mini snack de maíz con aceite oliva 50g Bio Aliment,Bio Aliment,50.0,"1,45",2023-06-30
502,Aperitivos saludables,Palitos y rosquilletas,Bio Palitos de Verduras 70g Organic Sac,Organic Sac,70.0,"2,43",2023-06-30
503,Aperitivos saludables,Palitos y rosquilletas,Picos Con Trigo Sarraceno sin Gluten Bio 120g Bio Cesta,Bio Cesta,120.0,"2,61",2023-06-30
504,Aperitivos saludables,Palitos y rosquilletas,Bio snack de espelta con semillas 70g Bio Cesta,Bio Cesta,70.0,"1,55",2023-06-30
505,Aperitivos saludables,Palitos y rosquilletas,Palitos de pipas bio 150g Bio Cesta,Bio Cesta,150.0,"3,08",2023-06-30
506,Aperitivos saludables,Palitos y rosquilletas,Palitos de espelta bio 150g Bio Cesta,Bio Cesta,150.0,"3,08",2023-06-30
507,Aperitivos saludables,Palitos y rosquilletas,Tortas de Trigo con Pipas 140g Bio Cesta,Bio Cesta,140.0,"2,55",2023-06-30
508,Aperitivos saludables,Palitos y rosquilletas,Rosquilletas de espelta integrales 70g Bio Cesta,Bio Cesta,70.0,"1,55",2023-06-30
509,Aperitivos saludables,Palitos y rosquilletas,Rosquilletas de espelta Vegetalin 60g Vegetalia,Vegetalia,60.0,"1,55",2023-06-30
510,Aperitivos saludables,Palitos y rosquilletas,Palitos de espelta con sésamo 150g Biocop,Biocop,150.0,"3,58",2023-06-30
511,Aperitivos saludables,Palitos y rosquilletas,Grissini ondulati 150g Schär,Schär,150.0,"4,48",2023-06-30
512,Aperitivos saludables,Palitos y rosquilletas,Picos de cristal 65g Schär,Schär,65.0,"1,36",2023-06-30
513,Aperitivos saludables,Palitos y rosquilletas,Rosquillas de Pan sin Gluten 30g Dr. Schär,Schär,1.0,"1,16",2023-06-30
514,Aperitivos saludables,Palitos y rosquilletas,Grissini de Espelta 200g Biocop,PerBlan,200.0,"2,99",2023-06-30
515,Aperitivos saludables,Palitos y rosquilletas,Palitos Grissini con sésamo 120g Biocop,Biocop,120.0,"2,89",2023-06-30
516,Aperitivos saludables,Palitos y rosquilletas,Colines de Sésamo 75g Zealia,Zealia,75.0,"2,70",2023-06-30
517,Aperitivos saludables,Palitos y rosquilletas,Picos Sin Gluten 90g Terra Verda,Terra Verda,90.0,"2,25",2023-06-30
518,Aperitivos saludables,Palitos y rosquilletas,Rosquilletas con pipas sin gluten 100g Terra Verda,Terra Verda,100.0,"2,55",2023-06-30
519,Aperitivos saludables,Palitos y rosquilletas,Bastoncitos con hierbas naturales 65g La Campesina,La Campesina,65.0,"2,23",2023-06-30
520,Aperitivos saludables,Palitos y rosquilletas,Palitos de Trigo con Calabaza y Romero 100g Holle,Holle,100.0,"2,69",2023-06-30
521,Aperitivos saludables,Palitos y rosquilletas,Sticks Salados sin Gluten 80g Balviten,Balviten,80.0,"1,70",2023-06-30
522,Tés e infusiones,Té verde,Té verde 100g Codonyer & March,Codonyer & March,100.0,"4,65",2023-06-30
523,Tés e infusiones,Té verde,Té verde eco 20uds Codonyer & March,Codonyer & March,20.0,"2,45",2023-06-30
524,Tés e infusiones,Té verde,Té Jazmín 100g Codonyer & March,Codonyer & March,100.0,"4,75",2023-06-30
525,Tés e infusiones,Té verde,Té Sencha 100g Codonyer & March,Codonyer & March,100.0,"4,75",2023-06-30
526,Tés e infusiones,Té verde,Té Verde con Arándanos y Granada 75g Terra Verda,Codonyer & March,75.0,"5,25",2023-06-30
527,Tés e infusiones,Té verde,Té Dulce Sonrisa 100g Codonyer & March,Codonyer & March,100.0,"5,95",2023-06-30
528,Tés e infusiones,Té verde,Té Chai verde 100g Codonyer & March,Codonyer & March,100.0,"5,75",2023-06-30
529,Tés e infusiones,Té verde,Té Sencha Verde y Blanco con Pera 75g Terra Verda,Codonyer & March,75.0,"5,15",2023-06-30
530,Tés e infusiones,Té verde,Té verde botella 500ml La Finestra Sul Cielo,La Finestra Sul Cielo,500.0,"1,99",2023-06-30
531,Tés e infusiones,Té verde,Té kukicha 25uds La Finestra Sul Cielo,La Finestra Sul Cielo,25.0,"3,40",2023-06-30
532,Tés e infusiones,Té verde,Té Verde Sencha Original 10 filtros Lima,Lima,10.0,"3,55",2023-06-30
533,Tés e infusiones,Té verde,Té Verde 125 cápsulas Terra Verda,Terra Verda,125.0,"11,39",2023-06-30
534,Tés e infusiones,Té verde,Té verde tostado kukicha 3 años 75g Biocop,Biocop,75.0,"3,58",2023-06-30
535,Tés e infusiones,Té verde,Té Supreme de Matcha Verde 20ud Pukka,Pukka,20.0,"4,65",2023-06-30
536,Tés e infusiones,Té verde,Té Verde Tostado Bancha 3 años 75g Biocop,Biocop,75.0,"4,89",2023-06-30
537,Tés e infusiones,Té verde,Té Verde sin Teína 20ud Artemis,Artemis Bio,20.0,"2,90",2023-06-30
538,Tés e infusiones,Té verde,Té de 3 años kukicha con regaliz 75g Biocop,Biocop,75.0,"3,49",2023-06-30
539,Tés e infusiones,Té verde,Green Tea Lime & Ginger Bio 20uds Cupper,Cupper,20.0,"3,49",2023-06-30
540,Tés e infusiones,Té verde,Té verde con jengibre y limón 30g Artemis,Artemis,30.0,"2,93",2023-06-30
541,Tés e infusiones,Té verde,Té Verde con Limón Bio 20uds Cupper,Cupper,20.0,"3,49",2023-06-30
542,Tés e infusiones,Té rojo,Té rojo 100g Codonyer & March,Codonyer & March,100.0,"4,99",2023-06-30
543,Tés e infusiones,Té rojo,Té rojo eco 20uds Codonyer & March,Codonyer & March,20.0,"2,45",2023-06-30
544,Tés e infusiones,Té rojo,Té rojo canela 100g Codonyer & March,Codonyer & March,100.0,"5,99",2023-06-30
545,Tés e infusiones,Té rojo,Té Siluet 100g Codonyer & March,Codonyer & March,100.0,"5,75",2023-06-30
546,Tés e infusiones,Té rojo,"Té Rojo Pur-eh con Fresa, Naranja y Vainilla 75g Terra Verda",Codonyer & March,75.0,"5,25",2023-06-30
547,Tés e infusiones,Té negro,Té Pakistán 100g Codonyer & March,Codonyer & March,100.0,"5,99",2023-06-30
548,Tés e infusiones,Té negro,Té Negro Ceylán 100g Codonyer & March,Codonyer & March,100.0,"4,95",2023-06-30
549,Tés e infusiones,Té negro,Té Earl Grey 100g Codonyer & March,Codonyer & March,100.0,"4,99",2023-06-30
550,Tés e infusiones,Té negro,Té nadalenc negro 100g Codonyer & March,Codonyer & March,100.0,"5,99",2023-06-30
551,Tés e infusiones,Té negro,Té negro con canela 20uds Artemis,Artemis Bio,20.0,"2,40",2023-06-30
552,Tés e infusiones,Té negro,Té Oolong 20uds Artemis,Artemis Bio,20.0,"2,63",2023-06-30
553,Tés e infusiones,Té negro,Té negro 20uds Artemis Bio,Artemis Bio,20.0,"2,03",2023-06-30
554,Tés e infusiones,Té negro,Té Negro Classic Early Grey Bio 20 filtros Cupper,Cupper,20.0,"2,97",2023-06-30
555,Tés e infusiones,Té negro,Té Classic English Breakfast Bio 20uds Cupper,Cupper,20.0,"3,49",2023-06-30
556,Tés e infusiones,Té blanco,Té Blanco 50g Codonyer & March,Codonyer & March,50.0,"5,99",2023-06-30
557,Tés e infusiones,Té blanco,Té Blanco eco 20uds Codonyer & March,Codonyer & March,20.0,"2,75",2023-06-30
558,Tés e infusiones,Té blanco,Té Sencha Verde y Blanco con Pera 75g Terra Verda,Codonyer & March,75.0,"5,15",2023-06-30
559,Tés e infusiones,Té blanco,Té Frutas Silvestres 100g Codonyer & March,Codonyer & March,100.0,"5,75",2023-06-30
560,Tés e infusiones,Té blanco,Té Blanco con Pétalos de Rosa 18 filtros Numi,Numi,18.0,"3,99",2023-06-30
561,Tés e infusiones,Infusiones ayurvédicas,Bio Té Matcha en polvo 50g Organic Sac,Organic Sac,50.0,"9,00",2023-06-30
562,Tés e infusiones,Infusiones ayurvédicas,Infusión Jengible Naranja y Vainilla 17 filtros Yogi Tea,Yogi Tea,17.0,"4,10",2023-06-30
563,Tés e infusiones,Infusiones ayurvédicas,Infusión Jengibre 17 filtros Yogi Tea,Yogi Tea,17.0,"4,10",2023-06-30
564,Tés e infusiones,Infusiones ayurvédicas,Infusión Detox con Limón 17 filtros Yogi Tea,Yogi Tea,17.0,"4,10",2023-06-30
565,Tés e infusiones,Infusiones ayurvédicas,Infusión Calssic Chai 90g Yogi Tea,Yogi Tea,90.0,"5,02",2023-06-30
566,Tés e infusiones,Infusiones ayurvédicas,Té Kukicha Instant 10 filtros Lima,Lima,10.0,"3,69",2023-06-30
567,Tés e infusiones,Infusiones ayurvédicas,Té Kukicha té de 3 años Lima 150g Lima,Lima,150.0,"9,59",2023-06-30
568,Tés e infusiones,Infusiones ayurvédicas,Infusión menta y lima 30g Yogi Tea,Yogi Tea,30.0,"4,10",2023-06-30
569,Tés e infusiones,Infusiones ayurvédicas,Infusión de rosa 30g Yogi Tea,Yogi Tea,30.0,"4,10",2023-06-30
570,Tés e infusiones,Infusiones ayurvédicas,Infusión Té Chai Negro 17 filtros Yogi Tea,Yogi Tea,17.0,"4,10",2023-06-30
571,Tés e infusiones,Infusiones ayurvédicas,Infusión Chai Dulce 17 filtros Yogi Tea,Yogi Tea,17.0,"4,10",2023-06-30
572,Tés e infusiones,Infusiones ayurvédicas,Infusión Té Chai Verde 17 filtros Yogi Tea,Yogi Tea,17.0,"4,10",2023-06-30
573,Tés e infusiones,Infusiones ayurvédicas,Infusión Felicidad 17 filtros Yogi Tea,Yogi Tea,17.0,"4,10",2023-06-30
574,Tés e infusiones,Infusiones ayurvédicas,Infusión de Regaliz 17 filtros Yogi Tea,Yogi Tea,17.0,"4,10",2023-06-30
575,Tés e infusiones,Infusiones ayurvédicas,Infusión Echinácea 17 filtros Yogi Tea,Yogi Tea,17.0,"4,10",2023-06-30
576,Tés e infusiones,Infusiones ayurvédicas,Infusión Mujer Equilibrio 17 filtros Yogi Tea,Yogi Tea,17.0,"4,10",2023-06-30
577,Tés e infusiones,Infusiones ayurvédicas,Infusión Té Verde Jengibre Limon 17 filtros Yogi Tea,Yogi Tea,17.0,"4,10",2023-06-30
578,Tés e infusiones,Infusiones ayurvédicas,Infusión Té Verde Harmonía 17 filtros Yogi Tea,Yogi Tea,17.0,"4,10",2023-06-30
579,Tés e infusiones,Infusiones ayurvédicas,Infusión Selección Ayurvédica 18 filtros Yogi Tea,Yogi Tea,18.0,"4,55",2023-06-30
580,Tés e infusiones,Infusiones ayurvédicas,Infusión Té Verde Matcha Limón 17 filtros Yogi Tea,Yogi Tea,17.0,"4,10",2023-06-30
581,Tés e infusiones,Tisanas,Tisana L a granel para infusión 100g Herbolario Navarro,Herbolario Navarro,100.0,"5,85",2023-06-30
582,Tés e infusiones,Tisanas,Tisana N 20uds Herbolario Navarro,Herbolario Navarro,20.0,"3,75",2023-06-30
583,Tés e infusiones,Tisanas,Tisana Sobremesa feliz 20uds Herbolario Navarro,Herbolario Navarro,20.0,"3,75",2023-06-30
584,Tés e infusiones,Tisanas,Tisana H 20uds Herbolario Navarro,Herbolario Navarro,20.0,"3,75",2023-06-30
585,Tés e infusiones,Tisanas,Tisana R 20uds Herbolario Navarro,Herbolario Navarro,20.0,"3,75",2023-06-30
586,Tés e infusiones,Tisanas,Tisana L 20uds Herbolario Navarro,Herbolario Navarro,20.0,"3,75",2023-06-30
587,Tés e infusiones,Tisanas,Tisana C 20uds Herbolario Navarro,Herbolario Navarro,20.0,"3,75",2023-06-30
588,Tés e infusiones,Tisanas,Tisana R a granel para infusión 150g Herbolario Navarro,Herbolario Navarro,150.0,"5,99",2023-06-30
589,Tés e infusiones,Tisanas,Tisana H a granel para infusión 100g Herbolario Navarro,Herbolario Navarro,100.0,"5,85",2023-06-30
590,Tés e infusiones,Tisanas,Tisana D a granel para infusión 100g Herbolario Navarro,Herbolario Navarro,100.0,"5,85",2023-06-30
591,Tés e infusiones,Tisanas,Tisana T 20uds Herbolario Navarro,Herbolario Navarro,20.0,"3,75",2023-06-30
592,Tés e infusiones,Tisanas,Tisana B 20uds Herbolario Navarro,Herbolario Navarro,20.0,"3,75",2023-06-30
593,Tés e infusiones,Tisanas,Tisana Sobremesa Feliz a granel 100g Herbolario Navarro,Herbolario Navarro,100.0,"5,95",2023-06-30
594,Tés e infusiones,Tisanas,Tisana Acel2 20uds Herbolario Navarro,Herbolario Navarro,20.0,"3,75",2023-06-30
595,Tés e infusiones,Tisanas,Tisana Jengibre y Limón 20ud Puchi Tea,Puchi Tea,20.0,"3,25",2023-06-30
596,Tés e infusiones,Tisanas,Tisana Cúrcuma Plus 20ud Puchi Tea,Puchi Tea,20.0,"2,75",2023-06-30
597,Tés e infusiones,Tés e infusiones a granel,Manzanilla a granel para infusión 50g Herbolario Navarro,Herbolario Navarro,50.0,"4,25",2023-06-30
598,Tés e infusiones,Tés e infusiones a granel,Cola de caballo a granel para infusión 100g Herbolario Navarro,Herbolario Navarro,100.0,"3,35",2023-06-30
599,Tés e infusiones,Tés e infusiones a granel,Tomillo a granel para infusión 100g Herbolario Navarro,Herbolario Navarro,100.0,"3,99",2023-06-30
600,Tés e infusiones,Tés e infusiones a granel,Manzanilla Mahón a granel para infusión 100g Herbolario Navarro,Herbolario Navarro,100.0,"4,35",2023-06-30
601,Tés e infusiones,Tés e infusiones a granel,Anís Estrellado a granel para infusión 50g Herbolario Navarro,Herbolario Navarro,50.0,"4,35",2023-06-30
602,Tés e infusiones,Tés e infusiones a granel,Diente león a granel para infusión 100g Herbolario Navarro,Herbolario Navarro,100.0,"3,39",2023-06-30
603,Tés e infusiones,Tés e infusiones a granel,Hinojo a granel para infusión 100g Herbolario Navarro,Herbolario Navarro,100.0,"3,99",2023-06-30
604,Tés e infusiones,Tés e infusiones a granel,Eucalipto a granel para infusión 100g Herbolario Navarro,Herbolario Navarro,100.0,"3,52",2023-06-30
605,Tés e infusiones,Tés e infusiones a granel,Regaliz a Granel para Infusión 100g Herbolario Navarro,Herbolario Navarro,100.0,"4,25",2023-06-30
606,Tés e infusiones,Tés e infusiones a granel,Boldo a granel para infusión 50g Herbolario Navarro,Herbolario Navarro,50.0,"3,59",2023-06-30
607,Tés e infusiones,Tés e infusiones a granel,Anís Verde a granel para infusión 100g Herbolario Navarro,Herbolario Navarro,100.0,"3,39",2023-06-30
608,Tés e infusiones,Tés e infusiones a granel,Cardo mariano a granel para infusión 50g Herbolario Navarro,Herbolario Navarro,50.0,"3,39",2023-06-30
609,Tés e infusiones,Tés e infusiones a granel,Orégano a granel para infusión 50g Herbolario Navarro,Herbolario Navarro,50.0,"3,59",2023-06-30
610,Tés e infusiones,Tés e infusiones a granel,Salvia a granel para infusión 100g Herbolario Navarro,Herbolario Navarro,100.0,"4,65",2023-06-30
611,Tés e infusiones,Tés e infusiones a granel,Romero a granel para infusión 100g Herbolario Navarro,Herbolario Navarro,100.0,"3,55",2023-06-30
612,Tés e infusiones,Tés e infusiones a granel,Tila flor a granel para infusión 30g Herbolario Navarro,Herbolario Navarro,30.0,"4,15",2023-06-30
613,Tés e infusiones,Tés e infusiones a granel,María Luisa a granel para infusión 25g Herbolario Navarro,Herbolario Navarro,25.0,"3,99",2023-06-30
614,Tés e infusiones,Tés e infusiones a granel,Melisa a granel para infusión 50g Herbolario Navarro,Herbolario Navarro,50.0,"2,99",2023-06-30
615,Tés e infusiones,Tés e infusiones a granel,Caléndula a granel para infusión 50g Herbolario Navarro,Herbolario Navarro,50.0,"3,15",2023-06-30
616,Tés e infusiones,Tés e infusiones a granel,Ortiga verde a granel para infusión 25g Herbolario Navarro,Herbolario Navarro,25.0,"3,75",2023-06-30
617,Platos preparados y conservas,Patés ecológicos,Paté vegetal 125g Granovita,GranoVita,125.0,"2,92",2023-06-30
618,Platos preparados y conservas,Patés ecológicos,Paté de champiñón 125g Granovita,GranoVita,125.0,"2,92",2023-06-30
619,Platos preparados y conservas,Patés ecológicos,Paté de Shiitake 110g Vegetalia,Vegetalia,110.0,"3,53",2023-06-30
620,Platos preparados y conservas,Patés ecológicos,Hummus Pasta de Garbanzos 210g Vegetalia,Vegetalia,210.0,"4,27",2023-06-30
621,Platos preparados y conservas,Patés ecológicos,Paté de Olivas Negras 200g Vegetalia,Vegetalia,200.0,"5,90",2023-06-30
622,Platos preparados y conservas,Patés ecológicos,Paté de algas 100g Vegetalia,Vegetalia,100.0,"4,98",2023-06-30
623,Platos preparados y conservas,Patés ecológicos,Crema de Atún y Anchoas 110g Olasagasti,Olasagasti,110.0,"4,95",2023-06-30
624,Platos preparados y conservas,Patés ecológicos,Paté de shitake 125g Naturgreen,Naturgreen,125.0,"3,30",2023-06-30
625,Platos preparados y conservas,Patés ecológicos,Paté nature 125g Naturgreen,Naturgreen,125.0,"3,30",2023-06-30
626,Platos preparados y conservas,Patés ecológicos,Paté de champiñónes 125g Naturgreen,Naturgreen,125.0,"3,30",2023-06-30
627,Platos preparados y conservas,Patés ecológicos,Paté de almendras y zanahorias 125g Naturgreen,Naturgreen,125.0,"3,30",2023-06-30
628,Platos preparados y conservas,Patés ecológicos,Pasta de aceitunas Tapenade 180g Terrasana,Terrasana,180.0,"4,99",2023-06-30
629,Platos preparados y conservas,Patés ecológicos,Paté de alcachofa bio 100g Soria Natural,Soria Natural,100.0,"2,32",2023-06-30
630,Platos preparados y conservas,Patés ecológicos,Paté de Champiñón 100g Soria Natural,Soria Natural,100.0,"2,75",2023-06-30
631,Platos preparados y conservas,Patés ecológicos,Paté de boletus 210g Vegetalia,Vegetalia,210.0,"4,77",2023-06-30
